entity_key,name,cat,county,district,address,tel,sources
3505350571,正信診所,療育-醫療單位,臺南市,北區,臺南市北區文賢路327號,06 263 8363,sfaa
x:臺南市:毅安診所,毅安診所,療育-醫療單位,臺南市,東區,臺南市東區崇善路767號,06-2685818,sfaa
1521051160,永和醫院(時段),療育-醫療單位,臺南市,中西區,臺南市中西區府前路一段310號,06-2231191-7轉845,sfaa
3505050174,泰好復健科診所,療育-醫療單位,臺南市,佳里區,臺南市佳里區進學路298號,06-7228858,sfaa
x:臺南市:深藏心理治療所,深藏心理治療所,療育-醫療單位,臺南市,東區,臺南市東區崇明路399號2樓,0963829860,sfaa
x:臺南市:漢陽復健科診所永康,漢陽復健科診所永康,療育-醫療單位,臺南市,永康區,臺南市永康區中華路643號,06-303-5808,sfaa
x:臺南市:漢陽復健科診所海安院,漢陽復健科診所海安院,療育-醫療單位,臺南市,中西區,臺南市中西區海安路二段397號,06-2268899,sfaa
x:臺南市:澤康復健診所時段,澤康復健診所(時段),療育-醫療單位,臺南市,中西區,臺南市中西區永華一街89號,06-2992112,sfaa
1541011126,營新醫院(時段),療育-醫療單位,臺南市,新營區,臺南市新營區隋唐街228號,06-6592345-171、233,sfaa
3505310577,益明復健科診所,療育-醫療單位,臺南市,永康區,臺南市永康區復國路59號,06-3123670,sfaa
5905350866,盛佑復健診所,療育-醫療單位,臺南市,北區,臺南市北區臨安路二段209號4.5樓,06-3589469,sfaa
x:臺南市:盧彥弘復健科診所時段,盧彥弘復健科診所(時段),療育-醫療單位,臺南市,新營區,臺南市新營區健康路71號,06-6591666,sfaa
x:臺南市:看見光亮心理治療所,看見光亮心理治療所,療育-醫療單位,臺南市,北區,臺南市北區海安路三段985巷27弄13號,06-3584327,sfaa
x:臺南市:看見愛心理諮商所,看見愛心理諮商所,療育-醫療單位,臺南市,安平區,臺南市安平區永華二街183號1樓,06-2977769,sfaa
x:臺南市:祥瑞診所時段,祥瑞診所(時段),療育-醫療單位,臺南市,歸仁區,臺南市歸仁區民族南街22號,06-2397358,sfaa
x:臺南市:禾心心理諮商診所,禾心心理諮商診所,療育-醫療單位,臺南市,北區,臺南市北區中華北路二段80巷65號,06-3587725,sfaa
x:臺南市:童芯物理治療所,童芯物理治療所,療育-醫療單位,臺南市,新營區,臺南市新營區新東里東興九街57號1樓,06-6327200,sfaa
x:臺南市:繪日藝術心理諮商所,繪日藝術心理諮商所,療育-醫療單位,臺南市,安南區,臺南市安南區海佃路二段822號,06-3565588,sfaa
x:臺南市:翔暘復健科診所,翔暘復健科診所,療育-醫療單位,臺南市,安平區,臺南市安平區華平路267號,06-2986009,sfaa
x:臺南市:聽見覺旅心理諮商所,聽見覺旅心理諮商所,療育-醫療單位,臺南市,安平區,臺南市安平區郡平路305號,0978 461 808,sfaa
x:臺南市:自然就好心理諮商所,自然就好心理諮商所,療育-醫療單位,臺南市,東區,臺南市東區慶東街214號1樓,06-2752858,sfaa
x:臺南市:臺南新樓醫院時段,臺南新樓醫院(時段),療育-醫療單位,臺南市,東區,臺南市東區東門路一段 57 號,06-2748316-1048或4102、4192,sfaa
0141060513,臺南醫院新化分賽,療育-醫療單位,臺南市,新化區,臺南市新化區那拔里牧場72號,06-5911929,sfaa
x:臺南市:蔡宗臻語言治療所,蔡宗臻語言治療所,療育-醫療單位,臺南市,永康區,臺南市永康區中正南路102號,06-6020428,sfaa
x:臺南市:薛澤杰復健科診所時段,薛澤杰復健科診所(時段),療育-醫療單位,臺南市,東區,臺南市東區東門路一段298號1樓,06-2386150,sfaa
x:臺南市:蘊能職能治療所時段,蘊能職能治療所(時段),療育-醫療單位,臺南市,東區,臺南市東區崇仁街66巷1號,0968-230216,sfaa
x:臺南市:蘋果樹語言治療所,蘋果樹語言治療所,療育-醫療單位,臺南市,善化區,臺南市善化區大同路120號,0919232927,sfaa
0141010013,衛生福利部新營醫院(時段),療育-醫療單位,臺南市,新營區,臺南市新營區信義街73號,06－6351131#2315,sfaa
3505320886,裕東診所,療育-醫療單位,臺南市,東區,臺南市東區裕孝路851號,06-3318108,sfaa
3531065490,誼仁診所,療育-醫療單位,臺南市,善化區,臺南市善化區中正路387號,06-5817267,sfaa
x:臺南市:這會心理諮商所,這會心理諮商所,療育-醫療單位,臺南市,關廟區,臺南市關廟區南雄路二段30號,0618-071284,sfaa
x:臺南市:鍾亞玲兒童物理治療所時段,鍾亞玲兒童物理治療所(時段),療育-醫療單位,臺南市,北區,臺南市北區公園路257號7樓之1,06-2294806,sfaa
1521040050,陳志誠耳鼻喉科醫院(時段),療育-醫療單位,臺南市,北區,臺南市北區公園路315之1號,06-2210423,sfaa
3505370242,陽光復健科診所,療育-醫療單位,臺南市,安南區,臺南市安南區海佃路一段390號,06-2802188,sfaa
x:臺南市:高雄榮民醫院臺南分院時段,高雄榮民醫院臺南分院(時段),療育-醫療單位,臺南市,永康區,臺南市永康區復興路427號,06-3125101-1940或1937,sfaa
0646010013,臺北榮民總醫院臺東分院(時段),療育-醫療單位,臺東縣,臺東市,臺東縣臺東市更生路1000號,089-222995,sfaa
1145030012,佛教慈濟醫院玉里院區(時段),療育-醫療單位,花蓮縣,玉里鎮,花蓮縣玉里鎮民權街1-1號,03-8882718轉710,sfaa
x:花蓮縣:國泰聯合診所,國泰聯合診所,療育-醫療單位,花蓮縣,花蓮市,花蓮縣花蓮市中華路459號,03-8542031分機31,sfaa
0145030020,衛生福利部玉里醫院(時段),療育-醫療單位,花蓮縣,玉里鎮,花蓮縣玉里鎮中華路448號,03-8886141,sfaa
x:苗栗縣:何智超聯合診所,何智超聯合診所,療育-醫療單位,苗栗縣,頭份市,苗栗縣頭份市中華路921號,037-595166,sfaa
x:苗栗縣:公館診所時段,公館診所(時段),療育-醫療單位,苗栗縣,公館鄉,苗栗縣公館鄉館東村安東街8號,037-228834,sfaa
x:苗栗縣:劉國政職能治療所,劉國政職能治療所,療育-醫療單位,苗栗縣,竹南鎮,苗栗縣竹南鎮環市路一段102號,0963-732858,sfaa
x:苗栗縣:宏仁診所時段,宏仁診所(時段),療育-醫療單位,苗栗縣,竹南鎮,苗栗縣竹南鎮守法街2-13號,037-241119,sfaa
x:苗栗縣:小巷子心理治療所,小巷子心理治療所,療育-醫療單位,苗栗縣,頭份市,苗栗縣頭份市長安街45之1號,037-598590,sfaa
3535051947,崇仁診所,療育-醫療單位,苗栗縣,頭份市,苗栗縣頭份市東興路110號,037-663185轉81535,sfaa
x:苗栗縣:後龍診所時段,後龍診所(時段),療育-醫療單位,苗栗縣,後龍鎮,苗栗縣後龍鎮中山路123號,037-773088轉211,sfaa
x:苗栗縣:新生醫院時段,新生醫院(時段),療育-醫療單位,苗栗縣,苗栗市,苗栗縣苗栗市新東街17號,037-320998轉120,sfaa
5931018857,福苗診所(時段),療育-醫療單位,苗栗縣,苗栗市,苗栗縣苗栗市中正路204號1樓,037-350009,sfaa
x:苗栗縣:竹南診所時段,竹南診所(時段),療育-醫療單位,苗栗縣,竹南鎮,苗栗縣竹南鎮光復路272號,037-470709 轉80938,sfaa
x:苗栗縣:聲揚聯合治療所,聲揚聯合治療所,療育-醫療單位,苗栗縣,頭份市,苗栗縣頭份市維新路26號,0910-348480,sfaa
3535051929,頭份儷馨診所,療育-醫療單位,苗栗縣,頭份市,苗栗縣頭份市中華路1033號,037-682661,sfaa
x:金門縣:小雲朵語言治療所,小雲朵語言治療所,療育-醫療單位,金門縣,金湖鎮,金門縣金湖鎮市港5路157號,0976365157,sfaa
x:金門縣:惠語語言治療所,惠語語言治療所,療育-醫療單位,金門縣,金湖鎮,金門縣金湖鎮市港路136號3樓,082-330180,sfaa
3539021614,南昌診所,療育-醫療單位,雲林縣,斗南鎮,雲林縣斗南鎮五福路56號,05-5978029,sfaa
x:雲林縣:唯一語言治療所,唯一語言治療所,療育-醫療單位,雲林縣,斗六市,雲林縣斗六市南揚街120-6號,0910-980987,sfaa
x:雲林縣:國立臺灣大學醫學院雲林分院斗六院區,國立臺灣大學醫學院雲林分院(斗六院區),療育-醫療單位,雲林縣,斗六市,雲林縣斗六市雲林路二段75號,05-5323911,sfaa
x:雲林縣:楊老師語言治療所,楊老師語言治療所,療育-醫療單位,雲林縣,斗南鎮,雲林縣斗南鎮建國一路27巷25號,05-5965022,sfaa
x:雲林縣:樂林職能治療所,樂林職能治療所,療育-醫療單位,雲林縣,斗六市,雲林縣斗六市雲林路一段128號2樓,05-5360675,sfaa
x:雲林縣:端木梁診所,端木梁診所,療育-醫療單位,雲林縣,虎尾鎮,雲林縣虎尾鎮光復路364號,05-6362588,sfaa
x:雲林縣:綠水心理諮商所,綠水心理諮商所,療育-醫療單位,雲林縣,虎尾鎮,雲林縣虎尾鎮公安里林森路一段416巷15號2樓,0958-137607,sfaa
x:雲林縣:艾寧語言治療所,艾寧語言治療所,療育-醫療單位,雲林縣,虎尾鎮,雲林縣虎尾鎮永興南二街256號1樓,0983-233793,sfaa
x:雲林縣:葉雲宇復健科診所,葉雲宇復健科診所,療育-醫療單位,雲林縣,斗六市,雲林縣斗六市大同路122號,05-5328708,sfaa
3439030031,虎尾鎮農會附設中西醫聯合門診中心,療育-醫療單位,雲林縣,虎尾鎮,雲林縣虎尾鎮新興里光復路185號,05-6337375,sfaa
1139130010,長庚醫療財團法人雲林長庚紀念醫院,療育-醫療單位,雲林縣,麥寮鄉,雲林縣麥寮鄉中興村工業路1500號,05-6915151,sfaa
x:高雄市:上琳醫院時段,上琳醫院(時段),療育-醫療單位,高雄市,前金區,高雄市前金區自強一路67號,07-2828668轉8000,sfaa
x:高雄市:佑榮復健科診所時段,佑榮復健科診所(時段),療育-醫療單位,高雄市,左營區,高雄市左營區左營大路2-60號,07-5883380,sfaa
x:高雄市:元景耳鼻喉科神經科診所時段,元景耳鼻喉科神經科診所(時段),療育-醫療單位,高雄市,楠梓區,高雄市楠梓區楠梓新路252號1-3樓、254號1樓,07-3524100,sfaa
1542020058,劉嘉修醫院(時段),療育-醫療單位,高雄市,岡山區,高雄市岡山區岡山路428號7樓,07-6221906,sfaa
x:高雄市:博勝復健科診所時段,博勝復健科診所(時段),療育-醫療單位,高雄市,鳳山區,高雄市鳳山區博愛路23號,07-7017958,sfaa
1507300077,博田國際醫院(時段),療育-醫療單位,高雄市,左營區,高雄市左營區博愛二路 100號,07-5562217,sfaa
1502041117,右昌聯合醫院(時段),療育-醫療單位,高雄市,楠梓區,高雄市楠梓區軍校路930號,07-3643388轉8201,sfaa
x:高雄市:嘉仁診所時段,嘉仁診所(時段),療育-醫療單位,高雄市,左營區,高雄市左營區翠華路609號,07-5881977,sfaa
3507350891,大益診所(時段),療育-醫療單位,高雄市,苓雅區,高雄市苓雅區同慶路60號,07-2231670,sfaa
3507301272,大道診所(時段),療育-醫療單位,高雄市,左營區,高雄市左營區自由二路215號,07-5561650,sfaa
x:高雄市:宇泰復健科診所時段,宇泰復健科診所(時段),療育-醫療單位,高雄市,三民區,高雄市三民區明福街17號,07-3438578,sfaa
3507360557,安柏鄰好中西醫聯合診所(時段),療育-醫療單位,高雄市,前鎮,高雄市前鎮區民權二路180號2樓,07-3350802,sfaa
1502110064,安泰醫院(時段),療育-醫療單位,高雄市,小港區,高雄市小港區學府路111號,07-8017856,sfaa
x:高雄市:家歡復健專科診所時段,家歡復健專科診所(時段),療育-醫療單位,高雄市,鳳山區,高雄市鳳山區中山路74號1-2樓,07-7190579,sfaa
x:高雄市:家毅復健科診所時段,家毅復健科診所(時段),療育-醫療單位,高雄市,楠梓區,高雄市楠梓區藍田路19號,07-5912768,sfaa
x:高雄市:尚佑復健科診所時段,尚佑復健科診所(時段),療育-醫療單位,高雄市,前鎮,高雄市前鎮區中華五路987號,07-5376995,sfaa
x:高雄市:巴弄居家物理治療所時段,巴弄居家物理治療所(時段),療育-醫療單位,高雄市,左營區,高雄市左營區文自路387巷53號1樓,07-3455351,sfaa
x:高雄市:建宏復健科診所時段,建宏復健科診所(時段),療育-醫療單位,高雄市,三民區,高雄市三民區覺民路82號,07-3811366,sfaa
x:高雄市:德嘉復健科診所時段,德嘉復健科診所(時段),療育-醫療單位,高雄市,楠梓區,高雄市楠梓區德民路979號,07-3655991,sfaa
3507300088,德能診所(時段),療育-醫療單位,高雄市,左營區,高雄市左營區左營大路692號,07-5857673,sfaa
1542021171,惠川醫院(時段),療育-醫療單位,高雄市,岡山區,高雄市岡山區岡山路92號,07-6229292轉1213,sfaa
1542011237,惠德醫院(時段),療育-醫療單位,高雄市,鳳山區,高雄市鳳山區福祥街81號,07-8126000轉1206,sfaa
1502050296,文雄醫院(時段),療育-醫療單位,高雄市,三民區,高雄市三民區察哈爾二街132號,07-3165275,sfaa
1502061208,新華醫院(時段),療育-醫療單位,高雄市,新興區,高雄市新興區七賢二路97號,07-2876080轉202,sfaa
1507320015,新高醫院 (時段),療育-醫療單位,高雄市,三民區,高雄市三民區莊敬路288號,07-3909230,sfaa
1507010014,新高鳳醫院(時段),療育-醫療單位,高雄市,鳳山區,高雄市鳳山區光遠路360號,07-7408650,sfaa
x:高雄市:易昌復健科診所時段,易昌復健科診所(時段),療育-醫療單位,高雄市,前鎮,高雄市前鎮區中華五路1011號,07-5365808,sfaa
x:高雄市:晉安復健科診所時段,晉安復健科診所(時段),療育-醫療單位,高雄市,新興區,高雄市新興區五福二路158號,07-2416888,sfaa
x:高雄市:晨恩復健科診所時段,晨恩復健科診所(時段),療育-醫療單位,高雄市,鳳山區,高雄市鳳山區建國路二段57之1號,07-7408681,sfaa
x:高雄市:曦望語言治療所時段,曦望語言治療所(時段),療育-醫療單位,高雄市,三民區,高雄市三民區文濱路60號2樓,07-7774649,sfaa
x:高雄市:杉合聯合診所時段,杉合聯合診所(時段),療育-醫療單位,高雄市,苓雅區,高雄市苓雅區中正二路20號,07-2261989,sfaa
x:高雄市:李威德復健科診所時段,李威德復健科診所(時段),療育-醫療單位,高雄市,鼓山區,高雄市鼓山區美術館路261號1樓,07-5551270,sfaa
1542030116,溪洲醫院(時段),療育-醫療單位,高雄市,旗山區,高雄市旗山區延平一路412號,07-6621985,sfaa
1542150033,溫賀睿和醫院(時段),療育-醫療單位,高雄市,路竹區,高雄市路竹區延平路57號,07-6965136轉260,sfaa
1507360019,瑞祥醫院(時段),療育-醫療單位,高雄市,前鎮,高雄市前鎮區班超路92號,07-7717503,sfaa
x:高雄市:示康診所時段,示康診所(時段),療育-醫療單位,高雄市,苓雅區,高雄市苓雅區三多二路93號,07-7151771,sfaa
x:高雄市:福音復健科診所時段,福音復健科診所(時段),療育-醫療單位,高雄市,前鎮,高雄市前鎮區中華五路969巷9號、11號,07-5365005,sfaa
x:高雄市:禾順復健科診所時段,禾順復健科診所(時段),療育-醫療單位,高雄市,楠梓區,高雄市楠梓區楠梓新路138-1號,07-3539760,sfaa
x:高雄市:維新復健科診所時段,維新復健科診所(時段),療育-醫療單位,高雄市,苓雅區,高雄市苓雅區四維二路331號,07-3329655,sfaa
x:高雄市:美忠復健科診所時段,美忠復健科診所(時段),療育-醫療單位,高雄市,前鎮,高雄市前鎮區翠亨北路547號,07-8225558,sfaa
3507321667,良醫診所(時段),療育-醫療單位,高雄市,三民區,高雄市三民區九如一路196號,07-3851603,sfaa
x:高雄市:蕭志文醫院時段,蕭志文醫院(時段),療育-醫療單位,高雄市,新興區,高雄市新興區七賢一路102號,07-2240252轉217,sfaa
3507290434,長佑診所(時段),療育-醫療單位,高雄市,鼓山區,高雄市鼓山區裕誠路1580號,07-5532356,sfaa
3507321201,青彰復健科診所(時段),療育-醫療單位,高雄市,三民區,高雄市三民區明誠一路192號,07-3427966,sfaa
x:高雄市:靜和醫院燕巢分院時段,靜和醫院燕巢分院(時段),療育-醫療單位,高雄市,燕巢區,高雄市燕巢區深水里深水路3 之20號,07-6156555轉126,sfaa
0102080026,高雄市立凱旋醫院(時段),療育-醫療單位,高雄市,苓雅區,高雄市苓雅區凱旋二路130號,07-7513171轉2812、2166,sfaa
x:南投縣:臺灣兒童發展早期療育協會早療社區據點水里,臺灣兒童發展早期療育協會  早療社區據點 水里,社區療育據點,南投縣,水里鄉,南投縣水里鄉七賢二街46號,049-2777112,sfaa
x:南投縣:臺灣兒童發展早期療育協會社區療育據點國姓,臺灣兒童發展早期療育協會  社區療育據點  國姓,社區療育據點,南投縣,國姓鄉,南投縣國姓鄉行動式服務,049-2200256,sfaa
x:南投縣:臺灣兒童發展早期療育協會社區療育據點南投,臺灣兒童發展早期療育協會社區療育據點 南投,社區療育據點,南投縣,南投市,南投縣南投市南崗二路87號2樓,049-2205345、2200256,sfaa
x:南投縣:臺灣兒童發展早期療育協會社區療育據點埔里,臺灣兒童發展早期療育協會社區療育據點 埔里,社區療育據點,南投縣,埔里鎮,南投縣埔里鎮行動式服務,049-2200256,sfaa
x:南投縣:臺灣兒童發展早期療育協會社區療育據點水里,臺灣兒童發展早期療育協會社區療育據點 水里,社區療育據點,南投縣,竹山鎮,南投縣竹山鎮據點為行動式服務無固定據點,049-2200256,sfaa
x:南投縣:臺灣兒童發展早期療育協會社區療育據點竹山,臺灣兒童發展早期療育協會社區療育據點 竹山,社區療育據點,南投縣,竹山鎮,南投縣竹山鎮行動式服務,049-2200256,sfaa
x:南投縣:臺灣兒童發展早期療育協會社區療育據點社家署及地方政府補助時段到宅,臺灣兒童發展早期療育協會社區療育據點(社家署及地方政府補助)(時段、到宅),社區療育據點,南投縣,南投市,南投縣南投市南崗二路87號2樓,049-2205345、2200256,sfaa
x:嘉義市:雙福社會福利慈善事業基金會附設嘉義市私立晨光智能發展中心發展遲緩兒童到宅及社區療育服務方案時段到宅,財團法人雙福社會福利慈善事業基金會附設嘉義市私立晨光智能發展中心發展遲緩兒童到宅及社區療育服務方案(時段、到宅),社區療育據點,嘉義市,東區,嘉義市東區後湖里忠孝一街98號,05-2759129,sfaa
x:嘉義縣:戴德森嘉義醫院嘉義縣兒童療育社區據點屯區民雄鄉溪口鄉水上鄉太保市,戴德森醫療財團法人嘉義基督教醫院嘉義縣兒童療育社區據點 -屯區 (民雄鄉、溪口鄉、水上鄉、太保市),社區療育據點,嘉義縣,民雄鄉,嘉義縣民雄鄉西安村西安路155號,052067009分機19,sfaa
x:嘉義縣:戴德森嘉義醫院嘉義縣兒童療育社區據點山區大埔鄉阿里山鄉,戴德森醫療財團法人嘉義基督教醫院嘉義縣兒童療育社區據點 -山區 (大埔鄉、阿里山鄉),社區療育據點,嘉義縣,民雄鄉,嘉義縣民雄鄉西安村西安路155號,052067009分機19,sfaa
x:嘉義縣:會嘉義教區附設嘉義縣私立聖心教養院身心障礙福利機構兼辦早療業務社區療育據點鹿草鄉朴子市東石鄉布袋鎮義竹鄉,財團法人天主教會嘉義教區附設嘉義縣私立聖心教養院(身心障礙福利機構兼辦早療業務)社區療育據點-(鹿草鄉、朴子市、東石鄉、布袋鎮、義竹鄉),社區療育據點,嘉義縣,朴子市,嘉義縣朴子市博文街151號,05-3793541,sfaa
x:嘉義縣:雙福社會福利慈善事業基金會附設嘉義市私立晨光智能發展中心,財團法人雙福社會福利慈善事業基金會附設嘉義市私立晨光智能發展中心,社區療育據點,嘉義縣,太保市,嘉義縣太保市祥和一路東段一號,05-275-9128,sfaa
x:嘉義縣:雙福社會福利慈善事業基金會附設嘉義市私立晨光智能發展中心理阿里山行動據點王詹樣基金會補助時段,財團法人雙福社會福利慈善事業基金會附設嘉義市私立晨光智能發展中心理阿里山行動據點(王詹樣基金會補助)(時段),社區療育據點,嘉義縣,阿里山鄉,嘉義縣阿里山鄉2鄰57-1號,05-2561035、05-2586520,sfaa
x:嘉義縣:雙福社會福利慈善事業基金會附設嘉義市私立晨光智能發展中心社區療育據點,財團法人雙福社會福利慈善事業基金會附設嘉義市私立晨光智能發展中心社區療育據點,社區療育據點,嘉義縣,太保市,嘉義縣太保市祥和一路東段一號,052759128,sfaa
x:嘉義縣:雙福社會福利慈善事業基金會附設嘉義市私立晨光智能發展中心社區療育據點時段到宅,財團法人雙福社會福利慈善事業基金會附設嘉義市私立晨光智能發展中心社區療育據點(時段、到宅),社區療育據點,嘉義縣,竹崎鄉,嘉義縣竹崎鄉尚無資訊,05-2759128,sfaa
x:基隆市:伊甸社會福利基金會基隆服務中心社區療育據點社家署及地方政府補助時段到宅,伊甸社會福利基金會基隆服務中心社區療育據點(社家署及地方政府補助)(時段、到宅),社區療育據點,基隆市,仁愛區,基隆市仁愛區南榮路14-1號5樓,02-24237751,sfaa
x:宜蘭縣:宜蘭縣發展遲緩兒童社區療育服務計畫服務區域:三星鄉大同鄉五結鄉蘇澳鎮南澳鄉,宜蘭縣發展遲緩兒童社區療育服務計畫（服務區域：三星鄉、大同鄉、五結鄉、蘇澳鎮、南澳鄉）,社區療育據點,宜蘭縣,冬山鄉,宜蘭縣冬山鄉廣興村廣興路40號2樓,03-9229275,sfaa
x:宜蘭縣:宜蘭縣發展遲緩兒童社區療育服務計畫服務區域:宜蘭市羅東鎮冬山鄉,宜蘭縣發展遲緩兒童社區療育服務計畫（服務區域：宜蘭市、羅東鎮、冬山鄉）,社區療育據點,宜蘭縣,冬山鄉,宜蘭縣冬山鄉廣興村廣興路40號2樓,03-9229275,sfaa
x:宜蘭縣:宜蘭縣發展遲緩兒童社區療育服務計畫服務區域:頭城鎮礁溪鄉壯圍鄉員山鄉,宜蘭縣發展遲緩兒童社區療育服務計畫（服務區域：頭城鎮、礁溪鄉、壯圍鄉、員山鄉）,社區療育據點,宜蘭縣,宜蘭市,宜蘭縣宜蘭市公園路497巷20號,03-9252431,sfaa
x:屏東縣:屏東縣發展遲緩兒童社區療育服務業務屏中地區來義療育據點,屏東縣發展遲緩兒童社區療育服務業務-屏中地區來義療育據點,社區療育據點,屏東縣,潮州鎮,屏東縣潮州鎮中洲路149號,08-7801015,sfaa
x:屏東縣:屏東縣發展遲緩兒童社區療育服務業務屏中地區東港療育據點,屏東縣發展遲緩兒童社區療育服務業務-屏中地區東港療育據點,社區療育據點,屏東縣,東港鎮,屏東縣東港鎮光復路一段33號,08-8327176,sfaa
x:屏東縣:屏東縣發展遲緩兒童社區療育服務業務屏北地區療育據點,屏東縣發展遲緩兒童社區療育服務業務-屏北地區療育據點,社區療育據點,屏東縣,九如鄉,屏東縣九如鄉東寧村林森路100號,08-7382592,sfaa
x:屏東縣:屏東縣發展遲緩兒童社區療育服務業務屏南地區療育據點,屏東縣發展遲緩兒童社區療育服務業務-屏南地區療育據點,社區療育據點,屏東縣,恆春鎮,屏東縣恆春鎮東門路50巷9號,08-8327176,sfaa
x:屏東縣:伊甸社會福利基金會社區療育據點社家署及地方政府補助時段到宅,財團法人伊甸社會福利基金會社區療育據點(社家署及地方政府補助)(時段、到宅),社區療育據點,屏東縣,來義鄉,屏東縣來義鄉義林村義新路12巷36號,08-7872956,sfaa
x:屏東縣:屏東勝利之家辦理屏中早療行動據點王詹樣基金會補助時段,財團法人屏東基督教勝利之家辦理屏中早療行動據點(王詹樣基金會補助)(時段),社區療育據點,屏東縣,屏東市,屏東縣屏東市大連路19號,0966-423053,sfaa
x:屏東縣:屏東勝利之家辦理屏中早療行動據點竹田鄉王詹樣基金會補助時段,財團法人屏東基督教勝利之家辦理屏中早療行動據點(竹田鄉)(王詹樣基金會補助)(時段),社區療育據點,屏東縣,竹田鄉,屏東縣竹田鄉無,財團法人屏東基督教勝利之家辦理屏中早療行動據點(王詹樣基金會補助),sfaa
x:屏東縣:屏東勝利之家辦理屏北早療行動據點王詹樣基金會補助時段,財團法人屏東基督教勝利之家辦理屏北早療行動據點(王詹樣基金會補助)(時段),社區療育據點,屏東縣,屏東市,屏東縣屏東市大連路19號,0963617789(公務手機),sfaa
x:屏東縣:屏東勝利之家辦理屏東長治行動據點王詹樣基金會補助時段,財團法人屏東基督教勝利之家辦理屏東長治行動據點(王詹樣基金會補助)(時段),社區療育據點,屏東縣,屏東市,屏東縣屏東市大連路19號,0966-423048,sfaa
x:屏東縣:屏東勝利之家辦理沿山早療行動據點王詹樣基金會補助時段,財團法人屏東基督教勝利之家辦理沿山早療行動據點(王詹樣基金會補助)(時段),社區療育據點,屏東縣,屏東市,屏東縣屏東市大連路19號,0966-423052,sfaa
x:彰化縣:彰化區兒童發展社區資源服務中心暨社區療育服務,彰化區兒童發展社區資源服務中心暨社區療育服務,社區療育據點,彰化縣,彰化市,彰化縣彰化市大埔路676號,04-7124891,sfaa
x:彰化縣:臺灣兒童暨家庭扶助基金會附設彰化縣私立家扶發展學園社區療育服務伸港鄉時段到宅,財團法人台灣兒童暨家庭扶助基金會附設彰化縣私立家扶發展學園社區療育服務(伸港鄉)(時段、到宅),社區療育據點,彰化縣,伸港鄉,彰化縣伸港鄉忠孝東街50號,04-7569336,sfaa
x:彰化縣:臺灣兒童暨家庭扶助基金會附設彰化縣私立家扶發展學園社區療育服務和美鎮1時段到宅,財團法人台灣兒童暨家庭扶助基金會附設彰化縣私立家扶發展學園社區療育服務(和美鎮-1)(時段、到宅),社區療育據點,彰化縣,和美鎮,彰化縣和美鎮柑竹路338號,04-7569336,sfaa
x:彰化縣:臺灣兒童暨家庭扶助基金會附設彰化縣私立家扶發展學園社區療育服務和美鎮2時段到宅,財團法人台灣兒童暨家庭扶助基金會附設彰化縣私立家扶發展學園社區療育服務(和美鎮-2)(時段、到宅),社區療育據點,彰化縣,和美鎮,彰化縣和美鎮南佃里嘉佃路157號,04-7569336,sfaa
x:彰化縣:臺灣兒童暨家庭扶助基金會附設彰化縣私立家扶發展學園社區療育服務埔鹽鄉時段到宅,財團法人台灣兒童暨家庭扶助基金會附設彰化縣私立家扶發展學園社區療育服務(埔鹽鄉)(時段、到宅),社區療育據點,彰化縣,埔鹽鄉,彰化縣埔鹽鄉廍子村光明路一段29號,04-7569336,sfaa
x:彰化縣:臺灣兒童暨家庭扶助基金會附設彰化縣私立家扶發展學園社區療育服務福興鄉1時段到宅,財團法人台灣兒童暨家庭扶助基金會附設彰化縣私立家扶發展學園社區療育服務(福興鄉-1)(時段、到宅),社區療育據點,彰化縣,福興鄉,彰化縣福興鄉福興鄉番花路二段558號,04-7569336,sfaa
x:彰化縣:臺灣兒童暨家庭扶助基金會附設彰化縣私立家扶發展學園社區療育服務福興鄉2時段到宅,財團法人台灣兒童暨家庭扶助基金會附設彰化縣私立家扶發展學園社區療育服務(福興鄉-2)(時段、到宅),社區療育據點,彰化縣,福興鄉,彰化縣福興鄉彰鹿路七段495號,04-7569336,sfaa
x:彰化縣:臺灣兒童暨家庭扶助基金會附設彰化縣私立家扶發展學園社區療育服務秀水鄉1時段到宅,財團法人台灣兒童暨家庭扶助基金會附設彰化縣私立家扶發展學園社區療育服務(秀水鄉-1)(時段、到宅),社區療育據點,彰化縣,秀水鄉,彰化縣秀水鄉中山路290號3樓,04-7569336,sfaa
x:彰化縣:臺灣兒童暨家庭扶助基金會附設彰化縣私立家扶發展學園社區療育服務秀水鄉2時段到宅,財團法人台灣兒童暨家庭扶助基金會附設彰化縣私立家扶發展學園社區療育服務(秀水鄉-2)(時段、到宅),社區療育據點,彰化縣,秀水鄉,彰化縣秀水鄉安圍巷3號,04-7569336,sfaa
x:彰化縣:臺灣兒童暨家庭扶助基金會附設彰化縣私立家扶發展學園社區療育服務線西鄉時段到宅,財團法人台灣兒童暨家庭扶助基金會附設彰化縣私立家扶發展學園社區療育服務(線西鄉)(時段、到宅),社區療育據點,彰化縣,線西鄉,彰化縣線西鄉寓埔村寓埔路177-1號,04-7569336,sfaa
x:彰化縣:臺灣兒童暨家庭扶助基金會附設彰化縣私立家扶發展學園社區療育服務鹿港鎮1時段到宅,財團法人台灣兒童暨家庭扶助基金會附設彰化縣私立家扶發展學園社區療育服務(鹿港鎮-1)(時段、到宅),社區療育據點,彰化縣,鹿港鎮,彰化縣鹿港鎮鹿港鎮公園一路83號,04-7569336,sfaa
